Account,ATMID,caldate,Dispense,DT,MaxCapacity,CountTotalTxn
XYZ,T1BH000011116,26-01-2022,167500,0,3520000,50
XYZ,T1BH000603091,26-01-2022,173000,0,3520000,46
XYZ,T1BH000274012,26-01-2022,373300,0,2860000,148
XYZ,T1NH000575414,26-01-2022,498000,0,3520000,199
PQR,S1CN2011,26-01-2022,0,0,3520000,0
XYZ,T1BH007252090,26-01-2022,295500,0,3520000,107
ABC,SPCN02020,27-01-2022,350100,0,2640000,78
ABC,TPCN10269,27-01-2022,159400,0,3520000,33
ABC,APCN00816,27-01-2022,117600,0,2640000,26
PQR,S1CN1142,27-01-2022,436000,0,3520000,39
PQR,S1CN2022,27-01-2022,0,0,2860000,10
PQR,SPCND067,27-01-2022,182000,0,3520000,40
ABC,APAN11109,27-01-2022,295000,0,3520000,84
ABC,APAN23217,27-01-2022,167400,0,3740000,75
PQR,SPCNG376,27-01-2022,260500,0,3520000,49
PQR,S1CN3514,27-01-2022,260500,0,3520000,99
PQR,S1CN2820,27-01-2022,269000,0,3520000,77
ABC,APAN22403,27-01-2022,73500,0,2420000,34
ABC,APAN35706,27-01-2022,0,0,2860000,2
XYZ,T1NY000166081,27-01-2022,632000,196,3520000,155
XYZ,T1BH000011116,27-01-2022,298600,0,3520000,94
XYZ,T1BH000603091,27-01-2022,500,62,3520000,23
XYZ,T1BH000274012,27-01-2022,225700,0,2860000,95
XYZ,T1NH000575414,27-01-2022,129500,0,3520000,72
PQR,S1CN2011,27-01-2022,12000,0,3520000,6
XYZ,T1BH007252090,27-01-2022,472000,0,3520000,189
ABC,SPCN02020,28-01-2022,177800,400,2640000,52
ABC,TPCN10269,28-01-2022,800200,5,3520000,121
ABC,APCN00816,28-01-2022,103400,0,2640000,33
PQR,S1CN1142,28-01-2022,592500,6,3520000,45
PQR,S1CN2022,28-01-2022,387500,17,2860000,160
PQR,SPCND067,28-01-2022,672000,0,3520000,101
ABC,APAN11109,28-01-2022,369500,89,3520000,101
ABC,APAN23217,28-01-2022,215500,6,3740000,84
PQR,SPCNG376,28-01-2022,493500,0,3520000,79
PQR,S1CN3514,28-01-2022,189000,870,3520000,61
PQR,S1CN2820,28-01-2022,251500,6,3520000,91
ABC,APAN22403,28-01-2022,227000,0,2420000,50
ABC,APAN35706,28-01-2022,5500,4,2860000,7
XYZ,T1NY000166081,28-01-2022,289500,672,3520000,66
XYZ,T1BH000011116,28-01-2022,303100,0,3520000,117
XYZ,T1BH000603091,28-01-2022,248000,0,3520000,74
XYZ,T1BH000274012,28-01-2022,158100,0,2860000,68
XYZ,T1NH000575414,28-01-2022,429000,0,3520000,140
PQR,S1CN2011,28-01-2022,71500,0,3520000,15
XYZ,T1BH007252090,28-01-2022,371000,12,3520000,125
ABC,SPCN02020,29-01-2022,423300,0,2640000,107
ABC,TPCN10269,29-01-2022,870100,30,3520000,121
ABC,APCN00816,29-01-2022,58500,3,2640000,24
PQR,S1CN1142,29-01-2022,0,1234,3520000,0
PQR,S1CN2022,29-01-2022,480300,303,2860000,157
PQR,SPCND067,29-01-2022,264000,233,3520000,48
ABC,APAN11109,29-01-2022,369500,0,3520000,93
ABC,APAN23217,29-01-2022,559400,0,3740000,117
PQR,SPCNG376,29-01-2022,426500,17,3520000,70
PQR,S1CN3514,29-01-2022,430000,0,3520000,115
PQR,S1CN2820,29-01-2022,225500,0,3520000,71
ABC,APAN22403,29-01-2022,382500,0,2420000,87
ABC,APAN35706,29-01-2022,67000,0,2860000,21
XYZ,T1NY000166081,29-01-2022,835000,0,3520000,180
XYZ,T1BH000011116,29-01-2022,417500,0,3520000,104
XYZ,T1BH000603091,29-01-2022,125000,0,3520000,49
XYZ,T1BH000274012,29-01-2022,349700,131,2860000,125
XYZ,T1NH000575414,29-01-2022,424500,0,3520000,156
PQR,S1CN2011,29-01-2022,38500,0,3520000,11
XYZ,T1BH007252090,29-01-2022,272000,0,3520000,122
ABC,SPCN02020,30-01-2022,321800,170,2640000,83
ABC,TPCN10269,30-01-2022,515300,0,3520000,92
ABC,APCN00816,30-01-2022,1400,0,2640000,6
PQR,S1CN1142,30-01-2022,152000,872,3520000,15
PQR,S1CN2022,30-01-2022,717400,0,2860000,256
PQR,SPCND067,30-01-2022,154500,0,3520000,53
ABC,APAN11109,30-01-2022,376000,49,3520000,104
ABC,APAN23217,30-01-2022,249200,0,3740000,92
PQR,SPCNG376,30-01-2022,116000,0,3520000,36
PQR,S1CN3514,30-01-2022,497500,0,3520000,153
PQR,S1CN2820,30-01-2022,396000,0,3520000,136
ABC,APAN22403,30-01-2022,277000,0,2420000,53
ABC,APAN35706,30-01-2022,7000,595,2860000,8
XYZ,T1NY000166081,30-01-2022,720000,0,3520000,206
XYZ,T1BH000011116,30-01-2022,275500,0,3520000,99
XYZ,T1BH000603091,30-01-2022,3000,730,3520000,2
XYZ,T1BH000274012,30-01-2022,197500,0,2860000,74
XYZ,T1NH000575414,30-01-2022,546000,0,3520000,218
PQR,S1CN2011,30-01-2022,30000,0,3520000,2
XYZ,T1BH007252090,30-01-2022,126000,0,3520000,38
ABC,SPCN02020,31-01-2022,388900,6,2640000,71
ABC,TPCN10269,31-01-2022,561300,1,3520000,92
ABC,APCN00816,31-01-2022,154600,0,2640000,43
PQR,S1CN1142,31-01-2022,268000,6,3520000,31
PQR,S1CN2022,31-01-2022,340400,6,2860000,125
PQR,SPCND067,31-01-2022,770500,0,3520000,83
ABC,APAN11109,31-01-2022,492000,0,3520000,122
ABC,APAN23217,31-01-2022,0,0,3740000,5
PQR,SPCNG376,31-01-2022,574000,0,3520000,96
PQR,S1CN3514,31-01-2022,373000,17,3520000,106
PQR,S1CN2820,31-01-2022,289500,0,3520000,91
ABC,APAN22403,31-01-2022,136500,0,2420000,47
ABC,APAN35706,31-01-2022,11500,1074,2860000,9
XYZ,T1NY000166081,31-01-2022,405000,95,3520000,121
XYZ,T1BH000011116,31-01-2022,627000,0,3520000,139
XYZ,T1BH000603091,31-01-2022,0,1440,3520000,0
XYZ,T1BH000274012,31-01-2022,296800,0,2860000,105
XYZ,T1NH000575414,31-01-2022,588000,0,3520000,183
PQR,S1CN2011,31-01-2022,112000,0,3520000,11
XYZ,T1BH007252090,31-01-2022,1043500,0,3520000,319
ABC,SPCN02020,01-02-2022,1148100,0,2640000,217
ABC,TPCN10269,01-02-2022,706000,0,3520000,105
ABC,APCN00816,01-02-2022,148600,55,2640000,52
PQR,S1CN1142,01-02-2022,495500,0,3520000,61
PQR,S1CN2022,01-02-2022,1103600,33,2860000,273
PQR,SPCND067,01-02-2022,737000,6,3520000,114
ABC,APAN11109,01-02-2022,486500,9,3520000,135
ABC,APAN23217,01-02-2022,0,0,3740000,7
PQR,SPCNG376,01-02-2022,511000,0,3520000,111
PQR,S1CN3514,01-02-2022,627000,12,3520000,171
PQR,S1CN2820,01-02-2022,780000,16,3520000,162
ABC,APAN22403,01-02-2022,325000,7,2420000,61
ABC,APAN35706,01-02-2022,145500,0,2860000,43
XYZ,T1NY000166081,01-02-2022,1225500,0,3520000,274
XYZ,T1BH000011116,01-02-2022,624500,0,3520000,142
XYZ,T1BH000603091,01-02-2022,691500,0,3520000,170
XYZ,T1BH000274012,01-02-2022,426500,0,2860000,150
XYZ,T1NH000575414,01-02-2022,507000,38,3520000,166
PQR,S1CN2011,01-02-2022,176500,0,3520000,20
XYZ,T1BH007252090,01-02-2022,934500,0,3520000,277
ABC,SPCN02020,02-02-2022,794600,11,2640000,152
ABC,TPCN10269,02-02-2022,633200,12,3520000,96
ABC,APCN00816,02-02-2022,106100,2,2640000,41
PQR,S1CN1142,02-02-2022,717000,6,3520000,77
PQR,S1CN2022,02-02-2022,423300,753,2860000,104
PQR,SPCND067,02-02-2022,930000,0,3520000,157
ABC,APAN11109,02-02-2022,557500,0,3520000,110
ABC,APAN23217,02-02-2022,348600,86,3740000,85
PQR,SPCNG376,02-02-2022,625500,78,3520000,104
PQR,S1CN3514,02-02-2022,938000,0,3520000,218
PQR,S1CN2820,02-02-2022,669000,12,3520000,179
ABC,APAN22403,02-02-2022,453000,0,2420000,78
ABC,APAN35706,02-02-2022,379500,0,2860000,73
XYZ,T1NY000166081,02-02-2022,785400,0,3520000,194
XYZ,T1BH000011116,02-02-2022,564000,0,3520000,154
XYZ,T1BH000603091,02-02-2022,372000,845,3520000,115
XYZ,T1BH000274012,02-02-2022,331000,0,2860000,126
XYZ,T1NH000575414,02-02-2022,554500,0,3520000,192
PQR,S1CN2011,02-02-2022,253000,17,3520000,29
XYZ,T1BH007252090,02-02-2022,909000,36,3520000,261
ABC,SPCN02020,03-02-2022,348600,0,2640000,95
ABC,TPCN10269,03-02-2022,297200,0,3520000,50
ABC,APCN00816,03-02-2022,99100,0,2640000,36
PQR,S1CN1142,03-02-2022,373500,6,3520000,37
PQR,S1CN2022,03-02-2022,770300,798,2860000,173
PQR,SPCND067,03-02-2022,944000,0,3520000,156
ABC,APAN11109,03-02-2022,30000,0,3520000,5
ABC,APAN23217,03-02-2022,717700,0,3740000,153
PQR,SPCNG376,03-02-2022,420000,0,3520000,78
PQR,S1CN3514,03-02-2022,757000,11,3520000,203
PQR,S1CN2820,03-02-2022,333000,246,3520000,85
ABC,APAN22403,03-02-2022,202000,13,2420000,40
ABC,APAN35706,03-02-2022,283000,0,2860000,57
XYZ,T1NY000166081,03-02-2022,958000,0,3520000,222
XYZ,T1BH000011116,03-02-2022,319900,0,3520000,99
XYZ,T1BH000603091,03-02-2022,461000,0,3520000,135
XYZ,T1BH000274012,03-02-2022,125400,455,2860000,64
XYZ,T1NH000575414,03-02-2022,578500,0,3520000,204
PQR,S1CN2011,03-02-2022,47000,0,3520000,14
XYZ,T1BH007252090,03-02-2022,1052500,0,3520000,324
ABC,SPCN02020,04-02-2022,418400,3,2640000,113
ABC,TPCN10269,04-02-2022,608000,4,3520000,104
ABC,APCN00816,04-02-2022,106400,0,2640000,42
PQR,S1CN1142,04-02-2022,318000,0,3520000,31
PQR,S1CN2022,04-02-2022,892200,17,2860000,268
PQR,SPCND067,04-02-2022,874500,18,3520000,157
ABC,APAN11109,04-02-2022,0,0,3520000,0
ABC,APAN23217,04-02-2022,582500,6,3740000,135
PQR,SPCNG376,04-02-2022,472000,0,3520000,101
PQR,S1CN3514,04-02-2022,224500,443,3520000,81
PQR,S1CN2820,04-02-2022,0,1440,3520000,0
ABC,APAN22403,04-02-2022,810500,0,2420000,121
ABC,APAN35706,04-02-2022,161000,0,2860000,47
XYZ,T1NY000166081,04-02-2022,575000,0,3520000,147
XYZ,T1BH000011116,04-02-2022,313400,0,3520000,111
XYZ,T1BH000603091,04-02-2022,695000,0,3520000,162
XYZ,T1BH000274012,04-02-2022,211800,665,2860000,75
XYZ,T1NH000575414,04-02-2022,474100,0,3520000,169
PQR,S1CN2011,04-02-2022,145000,33,3520000,23
XYZ,T1BH007252090,04-02-2022,591000,0,3520000,194
ABC,SPCN02020,05-02-2022,513800,12,2640000,128
ABC,TPCN10269,05-02-2022,722000,0,3520000,110
ABC,APCN00816,05-02-2022,48300,0,2640000,46
PQR,S1CN1142,05-02-2022,300500,17,3520000,34
PQR,S1CN2022,05-02-2022,937400,11,2860000,287
PQR,SPCND067,05-02-2022,305500,6,3520000,47
ABC,APAN11109,05-02-2022,418000,14,3520000,89
ABC,APAN23217,05-02-2022,439600,0,3740000,144
PQR,SPCNG376,05-02-2022,233000,0,3520000,59
PQR,S1CN3514,05-02-2022,653000,0,3520000,166
PQR,S1CN2820,05-02-2022,0,1440,3520000,0
ABC,APAN22403,05-02-2022,342500,0,2420000,81
ABC,APAN35706,05-02-2022,0,0,2860000,1
XYZ,T1NY000166081,05-02-2022,513500,119,3520000,141
XYZ,T1BH000011116,05-02-2022,317000,0,3520000,124
XYZ,T1BH000603091,05-02-2022,180000,0,3520000,67
XYZ,T1BH000274012,05-02-2022,382800,0,2860000,116
XYZ,T1NH000575414,05-02-2022,991300,0,3520000,279
PQR,S1CN2011,05-02-2022,84500,0,3520000,15
XYZ,T1BH007252090,05-02-2022,867000,0,3520000,263
ABC,SPCN02020,06-02-2022,506300,0,2640000,121
ABC,TPCN10269,06-02-2022,493700,0,3520000,108
ABC,APCN00816,06-02-2022,500,0,2640000,2
PQR,S1CN1142,06-02-2022,289000,0,3520000,31
PQR,S1CN2022,06-02-2022,1461700,0,2860000,460
PQR,SPCND067,06-02-2022,475500,0,3520000,84
ABC,APAN11109,06-02-2022,467000,0,3520000,104
ABC,APAN23217,06-02-2022,543200,43,3740000,153
PQR,SPCNG376,06-02-2022,264500,0,3520000,56
PQR,S1CN3514,06-02-2022,537000,0,3520000,173
PQR,S1CN2820,06-02-2022,0,1440,3520000,0
ABC,APAN22403,06-02-2022,370000,5,2420000,71
ABC,APAN35706,06-02-2022,0,0,2860000,0
XYZ,T1NY000166081,06-02-2022,746500,0,3520000,172
XYZ,T1BH000011116,06-02-2022,222700,0,3520000,100
XYZ,T1BH000603091,06-02-2022,178500,0,3520000,56
XYZ,T1BH000274012,06-02-2022,240700,0,2860000,115
XYZ,T1NH000575414,06-02-2022,643000,0,3520000,299
PQR,S1CN2011,06-02-2022,89000,0,3520000,10
XYZ,T1BH007252090,06-02-2022,325000,0,3520000,108
ABC,SPCN02020,07-02-2022,448800,22,2640000,109
ABC,TPCN10269,07-02-2022,437300,0,3520000,83
ABC,APCN00816,07-02-2022,71800,0,2640000,46
PQR,S1CN1142,07-02-2022,618500,0,3520000,59
PQR,S1CN2022,07-02-2022,181000,539,2860000,85
PQR,SPCND067,07-02-2022,595500,34,3520000,116
ABC,APAN11109,07-02-2022,19500,529,3520000,20
ABC,APAN23217,07-02-2022,266600,753,3740000,81
PQR,SPCNG376,07-02-2022,399500,0,3520000,87
PQR,S1CN3514,07-02-2022,671500,6,3520000,178
PQR,S1CN2820,07-02-2022,0,1440,3520000,0
ABC,APAN22403,07-02-2022,635500,0,2420000,137
ABC,APAN35706,07-02-2022,25500,5,2860000,16
XYZ,T1NY000166081,07-02-2022,583000,0,3520000,173
XYZ,T1BH000011116,07-02-2022,517400,34,3520000,122
XYZ,T1BH000603091,07-02-2022,405500,0,3520000,130
XYZ,T1BH000274012,07-02-2022,220000,169,2860000,109
XYZ,T1NH000575414,07-02-2022,601100,0,3520000,206
PQR,S1CN2011,07-02-2022,123500,0,3520000,17
XYZ,T1BH007252090,07-02-2022,980000,0,3520000,334
ABC,SPCN02020,08-02-2022,568900,0,2640000,123
ABC,TPCN10269,08-02-2022,504800,0,3520000,114
ABC,APCN00816,08-02-2022,229900,3,2640000,70
PQR,S1CN1142,08-02-2022,629000,32,3520000,62
PQR,S1CN2022,08-02-2022,0,1440,2860000,0
PQR,SPCND067,08-02-2022,366000,0,3520000,65
ABC,APAN11109,08-02-2022,0,45,3520000,11
ABC,APAN23217,08-02-2022,294200,0,3740000,81
PQR,SPCNG376,08-02-2022,484000,0,3520000,83
PQR,S1CN3514,08-02-2022,810000,0,3520000,183
PQR,S1CN2820,08-02-2022,332000,835,3520000,88
ABC,APAN22403,08-02-2022,259500,0,2420000,65
ABC,APAN35706,08-02-2022,331500,0,2860000,69
XYZ,T1NY000166081,08-02-2022,515000,0,3520000,137
XYZ,T1BH000011116,08-02-2022,410000,0,3520000,103
XYZ,T1BH000603091,08-02-2022,247500,0,3520000,77
XYZ,T1BH000274012,08-02-2022,402000,0,2860000,133
XYZ,T1NH000575414,08-02-2022,724600,0,3520000,280
PQR,S1CN2011,08-02-2022,155000,0,3520000,24
XYZ,T1BH007252090,08-02-2022,766500,0,3520000,276
ABC,SPCN02020,09-02-2022,528500,3,2640000,122
ABC,TPCN10269,09-02-2022,581100,2,3520000,89
ABC,APCN00816,09-02-2022,202300,0,2640000,47
PQR,S1CN1142,09-02-2022,942500,0,3520000,90
PQR,S1CN2022,09-02-2022,910800,671,2860000,220
PQR,SPCND067,09-02-2022,461000,0,3520000,81
ABC,APAN11109,09-02-2022,225000,48,3520000,55
ABC,APAN23217,09-02-2022,222500,7,3740000,87
PQR,SPCNG376,09-02-2022,533000,0,3520000,110
PQR,S1CN3514,09-02-2022,768500,0,3520000,200
PQR,S1CN2820,09-02-2022,573000,0,3520000,146
ABC,APAN22403,09-02-2022,4500,8,2420000,14
ABC,APAN35706,09-02-2022,133500,0,2860000,28
XYZ,T1NY000166081,09-02-2022,958000,0,3520000,203
XYZ,T1BH000011116,09-02-2022,477300,0,3520000,121
XYZ,T1BH000603091,09-02-2022,194000,0,3520000,73
XYZ,T1BH000274012,09-02-2022,435500,0,2860000,124
XYZ,T1NH000575414,09-02-2022,767100,0,3520000,296
PQR,S1CN2011,09-02-2022,115000,0,3520000,18
XYZ,T1BH007252090,09-02-2022,743500,0,3520000,265
ABC,SPCN02020,10-02-2022,501500,0,2640000,108
ABC,TPCN10269,10-02-2022,599500,0,3520000,106
ABC,APCN00816,10-02-2022,173600,0,2640000,47
PQR,S1CN1142,10-02-2022,460500,369,3520000,56
PQR,S1CN2022,10-02-2022,1060700,6,2860000,327
PQR,SPCND067,10-02-2022,784500,0,3520000,128
ABC,APAN11109,10-02-2022,729000,0,3520000,139
ABC,APAN23217,10-02-2022,481200,0,3740000,124
PQR,SPCNG376,10-02-2022,451000,0,3520000,102
PQR,S1CN3514,10-02-2022,302500,420,3520000,120
PQR,S1CN2820,10-02-2022,630500,0,3520000,142
ABC,APAN22403,10-02-2022,367000,0,2420000,84
ABC,APAN35706,10-02-2022,0,0,2860000,1
XYZ,T1NY000166081,10-02-2022,1054000,0,3520000,258
XYZ,T1BH000011116,10-02-2022,323500,0,3520000,91
XYZ,T1BH000603091,10-02-2022,180000,379,3520000,73
XYZ,T1BH000274012,10-02-2022,347000,0,2860000,122
XYZ,T1NH000575414,10-02-2022,985100,0,3520000,326
PQR,S1CN2011,10-02-2022,92000,0,3520000,17
XYZ,T1BH007252090,10-02-2022,505800,26,3520000,204
ABC,SPCN02020,11-02-2022,458700,274,2640000,113
ABC,TPCN10269,11-02-2022,699300,78,3520000,116
ABC,APCN00816,11-02-2022,175900,82,2640000,35
PQR,S1CN1142,11-02-2022,1035500,0,3520000,100
PQR,S1CN2022,11-02-2022,761900,11,2860000,204
PQR,SPCND067,11-02-2022,692000,11,3520000,82
ABC,APAN11109,11-02-2022,135500,85,3520000,44
ABC,APAN23217,11-02-2022,554100,77,3740000,142
PQR,SPCNG376,11-02-2022,551000,5,3520000,99
PQR,S1CN3514,11-02-2022,266500,544,3520000,106
PQR,S1CN2820,11-02-2022,691500,0,3520000,198
ABC,APAN22403,11-02-2022,535000,266,2420000,96
ABC,APAN35706,11-02-2022,0,78,2860000,8
XYZ,T1NY000166081,11-02-2022,734000,0,3520000,185
XYZ,T1BH000011116,11-02-2022,371400,0,3520000,116
XYZ,T1BH000603091,11-02-2022,365500,0,3520000,104
XYZ,T1BH000274012,11-02-2022,320500,54,2860000,109
XYZ,T1NH000575414,11-02-2022,999500,0,3520000,320
PQR,S1CN2011,11-02-2022,44000,0,3520000,12
XYZ,T1BH007252090,11-02-2022,66300,506,3520000,93
ABC,SPCN02020,12-02-2022,269500,167,2640000,64
ABC,TPCN10269,12-02-2022,1055200,0,3520000,140
ABC,APCN00816,12-02-2022,98200,0,2640000,35
PQR,S1CN1142,12-02-2022,0,899,3520000,0
PQR,S1CN2022,12-02-2022,619200,11,2860000,232
PQR,SPCND067,12-02-2022,747000,0,3520000,107
ABC,APAN11109,12-02-2022,572500,0,3520000,135
ABC,APAN23217,12-02-2022,686100,0,3740000,135
PQR,SPCNG376,12-02-2022,502500,5,3520000,105
PQR,S1CN3514,12-02-2022,357500,0,3520000,126
PQR,S1CN2820,12-02-2022,17000,709,3520000,12
ABC,APAN22403,12-02-2022,191500,0,2420000,56
ABC,APAN35706,12-02-2022,53000,0,2860000,15
XYZ,T1NY000166081,12-02-2022,770500,0,3520000,172
XYZ,T1BH000011116,12-02-2022,278500,0,3520000,79
XYZ,T1BH000603091,12-02-2022,185500,0,3520000,41
XYZ,T1BH000274012,12-02-2022,343000,0,2860000,136
XYZ,T1NH000575414,12-02-2022,692600,0,3520000,255
PQR,S1CN2011,12-02-2022,16500,0,3520000,6
XYZ,T1BH007252090,12-02-2022,8000,0,3520000,23
ABC,SPCN02020,13-02-2022,91000,1119,2640000,36
ABC,TPCN10269,13-02-2022,339100,0,3520000,82
ABC,APCN00816,13-02-2022,10700,0,2640000,6
PQR,S1CN1142,13-02-2022,0,1440,3520000,0
PQR,S1CN2022,13-02-2022,966600,0,2860000,381
PQR,SPCND067,13-02-2022,564500,0,3520000,103
ABC,APAN11109,13-02-2022,344000,0,3520000,70
ABC,APAN23217,13-02-2022,512000,7,3740000,165
PQR,SPCNG376,13-02-2022,192500,88,3520000,54
PQR,S1CN3514,13-02-2022,309500,6,3520000,88
PQR,S1CN2820,13-02-2022,392000,1149,3520000,87
ABC,APAN22403,13-02-2022,0,0,2420000,4
ABC,APAN35706,13-02-2022,36500,0,2860000,8
XYZ,T1NY000166081,13-02-2022,1223500,0,3520000,290
XYZ,T1BH000011116,13-02-2022,390700,0,3520000,119
XYZ,T1BH000603091,13-02-2022,223000,0,3520000,56
XYZ,T1BH000274012,13-02-2022,252500,0,2860000,102
XYZ,T1NH000575414,13-02-2022,1130800,0,3520000,397
PQR,S1CN2011,13-02-2022,62500,0,3520000,5
XYZ,T1BH007252090,13-02-2022,19500,244,3520000,42
ABC,SPCN02020,14-02-2022,161800,701,2640000,52
ABC,TPCN10269,14-02-2022,502200,0,3520000,84
ABC,APCN00816,14-02-2022,119700,0,2640000,46
PQR,S1CN1142,14-02-2022,0,1440,3520000,0
PQR,S1CN2022,14-02-2022,724800,5,2860000,238
PQR,SPCND067,14-02-2022,880000,0,3520000,157
ABC,APAN11109,14-02-2022,0,0,3520000,19
ABC,APAN23217,14-02-2022,865400,0,3740000,247
PQR,SPCNG376,14-02-2022,644000,28,3520000,137
PQR,S1CN3514,14-02-2022,598500,0,3520000,159
PQR,S1CN2820,14-02-2022,310500,11,3520000,86
ABC,APAN22403,14-02-2022,5000,3,2420000,11
ABC,APAN35706,14-02-2022,114000,0,2860000,35
XYZ,T1NY000166081,14-02-2022,799000,0,3520000,185
XYZ,T1BH000011116,14-02-2022,246200,105,3520000,101
XYZ,T1BH000603091,14-02-2022,387000,0,3520000,95
XYZ,T1BH000274012,14-02-2022,194000,0,2860000,95
XYZ,T1NH000575414,14-02-2022,771500,0,3520000,271
PQR,S1CN2011,14-02-2022,49500,0,3520000,17
XYZ,T1BH007252090,14-02-2022,0,0,3520000,75
ABC,SPCN02020,15-02-2022,432700,0,2640000,102
ABC,TPCN10269,15-02-2022,827000,0,3520000,110
ABC,APCN00816,15-02-2022,102100,0,2640000,49
PQR,S1CN1142,15-02-2022,65500,925,3520000,12
PQR,S1CN2022,15-02-2022,660800,11,2860000,168
PQR,SPCND067,15-02-2022,597500,41,3520000,120
ABC,APAN11109,15-02-2022,238500,9,3520000,79
ABC,APAN23217,15-02-2022,58400,0,3740000,31
PQR,SPCNG376,15-02-2022,577500,0,3520000,115
PQR,S1CN3514,15-02-2022,518500,0,3520000,141
PQR,S1CN2820,15-02-2022,580500,6,3520000,155
ABC,APAN22403,15-02-2022,225000,764,2420000,47
ABC,APAN35706,15-02-2022,158000,0,2860000,43
XYZ,T1NY000166081,15-02-2022,469500,0,3520000,120
XYZ,T1BH000011116,15-02-2022,316000,0,3520000,97
XYZ,T1BH000603091,15-02-2022,453000,0,3520000,126
XYZ,T1BH000274012,15-02-2022,135000,521,2860000,46
XYZ,T1NH000575414,15-02-2022,1041900,0,3520000,289
PQR,S1CN2011,15-02-2022,61000,0,3520000,15
XYZ,T1BH007252090,15-02-2022,0,0,3520000,58
ABC,SPCN02020,16-02-2022,589000,0,2640000,128
ABC,TPCN10269,16-02-2022,476400,0,3520000,84
ABC,APCN00816,16-02-2022,69400,0,2640000,27
PQR,S1CN1142,16-02-2022,189000,28,3520000,31
PQR,S1CN2022,16-02-2022,498100,17,2860000,178
PQR,SPCND067,16-02-2022,183500,943,3520000,42
ABC,APAN11109,16-02-2022,373000,8,3520000,108
ABC,APAN23217,16-02-2022,0,0,3740000,12
PQR,SPCNG376,16-02-2022,630000,5,3520000,111
PQR,S1CN3514,16-02-2022,654500,0,3520000,182
PQR,S1CN2820,16-02-2022,607000,0,3520000,140
ABC,APAN22403,16-02-2022,0,1440,2420000,0
ABC,APAN35706,16-02-2022,51500,194,2860000,25
XYZ,T1NY000166081,16-02-2022,686500,0,3520000,185
XYZ,T1BH000011116,16-02-2022,237000,26,3520000,93
XYZ,T1BH000603091,16-02-2022,386000,0,3520000,127
XYZ,T1BH000274012,16-02-2022,121500,964,2860000,43
XYZ,T1NH000575414,16-02-2022,808600,0,3520000,241
PQR,S1CN2011,16-02-2022,89500,0,3520000,19
XYZ,T1BH007252090,16-02-2022,500,600,3520000,16
ABC,SPCN02020,17-02-2022,399500,0,2640000,94
ABC,TPCN10269,17-02-2022,755900,0,3520000,109
ABC,APCN00816,17-02-2022,97200,0,2640000,30
PQR,S1CN1142,17-02-2022,479000,0,3520000,57
PQR,S1CN2022,17-02-2022,556500,5,2860000,154
PQR,SPCND067,17-02-2022,300500,922,3520000,50
ABC,APAN11109,17-02-2022,366500,0,3520000,106
ABC,APAN23217,17-02-2022,188500,206,3740000,55
PQR,SPCNG376,17-02-2022,401000,0,3520000,92
PQR,S1CN3514,17-02-2022,372000,16,3520000,128
PQR,S1CN2820,17-02-2022,552500,0,3520000,135
ABC,APAN22403,17-02-2022,166000,790,2420000,44
ABC,APAN35706,17-02-2022,99500,34,2860000,46
XYZ,T1NY000166081,17-02-2022,841500,0,3520000,172
XYZ,T1BH000011116,17-02-2022,293100,82,3520000,102
XYZ,T1BH000603091,17-02-2022,219000,198,3520000,66
XYZ,T1BH000274012,17-02-2022,235000,384,2860000,80
XYZ,T1NH000575414,17-02-2022,912200,312,3520000,270
PQR,S1CN2011,17-02-2022,56500,11,3520000,13
XYZ,T1BH007252090,17-02-2022,636500,557,3520000,224
ABC,SPCN02020,18-02-2022,196200,0,2640000,86
ABC,TPCN10269,18-02-2022,640600,0,3520000,116
ABC,APCN00816,18-02-2022,37200,0,2640000,31
PQR,S1CN1142,18-02-2022,970000,0,3520000,77
PQR,S1CN2022,18-02-2022,782400,5,2860000,180
PQR,SPCND067,18-02-2022,374000,5,3520000,63
ABC,APAN11109,18-02-2022,413000,0,3520000,126
ABC,APAN23217,18-02-2022,460900,0,3740000,89
PQR,SPCNG376,18-02-2022,0,899,3520000,0
PQR,S1CN3514,18-02-2022,438500,12,3520000,123
PQR,S1CN2820,18-02-2022,290000,32,3520000,78
ABC,APAN22403,18-02-2022,417000,0,2420000,84
ABC,APAN35706,18-02-2022,118000,0,2860000,39
XYZ,T1NY000166081,18-02-2022,499000,0,3520000,121
XYZ,T1BH000011116,18-02-2022,325200,0,3520000,107
XYZ,T1BH000603091,18-02-2022,133000,0,3520000,55
XYZ,T1BH000274012,18-02-2022,225500,0,2860000,97
XYZ,T1NH000575414,18-02-2022,665800,51,3520000,209
PQR,S1CN2011,18-02-2022,63500,11,3520000,11
XYZ,T1BH007252090,18-02-2022,630100,0,3520000,251
ABC,SPCN02020,19-02-2022,240700,0,2640000,81
ABC,TPCN10269,19-02-2022,581400,0,3520000,104
ABC,APCN00816,19-02-2022,50300,56,2640000,23
PQR,S1CN1142,19-02-2022,675000,76,3520000,49
PQR,S1CN2022,19-02-2022,348300,0,2860000,164
PQR,SPCND067,19-02-2022,456000,11,3520000,82
ABC,APAN11109,19-02-2022,594000,9,3520000,119
ABC,APAN23217,19-02-2022,407000,0,3740000,99
PQR,SPCNG376,19-02-2022,0,1440,3520000,0
PQR,S1CN3514,19-02-2022,344500,11,3520000,130
